fileNumber,activityNumber,startPoint,endPoint,fileName,ativityCategory
13,8,3840,4090,user3_rp_1,6
13,9,4315,4562,user3_rp_1,6
13,10,4797,5057,user3_rp_1,6
14,1,690,833,user3_rp_2,5
14,2,1387,1543,user3_rp_2,5
14,3,2176,2336,user3_rp_2,5
14,4,2702,2825,user3_rp_2,5
14,5,3383,3537,user3_rp_2,5
14,6,4270,4514,user3_rp_2,6
14,7,5106,5347,user3_rp_2,6
14,8,5922,6207,user3_rp_2,6
14,9,6778,7082,user3_rp_2,6
14,10,7711,7954,user3_rp_2,6
15,1,572,714,user3_rp_3,5
15,2,1183,1343,user3_rp_3,5
15,3,1822,1971,user3_rp_3,5
15,4,2452,2607,user3_rp_3,5
15,5,3116,3260,user3_rp_3,5
15,6,3616,3852,user3_rp_3,6
15,7,4347,4616,user3_rp_3,6
15,8,5014,5266,user3_rp_3,6
15,9,5783,6071,user3_rp_3,6
15,10,6595,6863,user3_rp_3,6
16,1,619,780,user3_rp_4,5
16,2,1264,1415,user3_rp_4,5
16,3,1933,2077,user3_rp_4,5
16,4,2586,2714,user3_rp_4,5
16,5,3299,3441,user3_rp_4,5
16,6,4084,4337,user3_rp_4,6
16,7,4817,4991,user3_rp_4,6
16,8,5445,5729,user3_rp_4,6
16,9,6297,6580,user3_rp_4,6
16,10,7151,7434,user3_rp_4,6
17,1,623,783,user3_rp_5,5
17,2,1443,1599,user3_rp_5,5
17,3,1994,2149,user3_rp_5,5
17,4,2779,2911,user3_rp_5,5
17,5,3585,3763,user3_rp_5,5
17,6,4413,4679,user3_rp_5,6
17,7,5228,5499,user3_rp_5,6
17,8,5980,6283,user3_rp_5,6
17,9,6853,7162,user3_rp_5,6
17,10,7714,8016,user3_rp_5,6
18,1,573,719,user3_rp_6,5
18,2,1217,1300,user3_rp_6,5
18,3,1696,1844,user3_rp_6,5
18,4,2433,2582,user3_rp_6,5
18,5,3231,3388,user3_rp_6,5
18,6,3853,4108,user3_rp_6,6
18,7,4695,4982,user3_rp_6,6
18,8,5599,5853,user3_rp_6,6
18,9,6291,6571,user3_rp_6,6
18,10,6943,7096,user3_rp_6,6
19,1,324,461,user3_sd_1,7
19,2,847,997,user3_sd_1,7
19,3,1336,1483,user3_sd_1,7
19,4,1829,1982,user3_sd_1,7
19,5,2379,2536,user3_sd_1,7
19,6,2847,3067,user3_sd_1,8
19,7,3291,3521,user3_sd_1,8
19,8,3892,4102,user3_sd_1,8
19,9,4388,4615,user3_sd_1,8
19,10,4870,5077,user3_sd_1,8
20,1,402,547,user3_sd_2,7
20,2,852,995,user3_sd_2,7
20,3,1318,1467,user3_sd_2,7
20,4,1787,1949,user3_sd_2,7
20,5,2331,2479,user3_sd_2,7
20,6,2810,3029,user3_sd_2,8
20,7,3317,3529,user3_sd_2,8
20,8,3785,4010,user3_sd_2,8
20,9,4311,4512,user3_sd_2,8
20,10,4808,5028,user3_sd_2,8
21,1,295,435,user3_sd_3,7
21,2,819,963,user3_sd_3,7
21,3,1286,1433,user3_sd_3,7
21,4,1817,1963,user3_sd_3,7
21,5,2298,2437,user3_sd_3,7
21,6,2841,3007,user3_sd_3,8
21,7,3325,3478,user3_sd_3,8
21,8,3857,4039,user3_sd_3,8
21,9,4323,4505,user3_sd_3,8
21,10,4823,5009,user3_sd_3,8
22,1,293,431,user3_sd_4,7
22,2,794,956,user3_sd_4,7
22,3,1292,1434,user3_sd_4,7
22,4,1837,1991,user3_sd_4,7
22,5,2330,2489,user3_sd_4,7
22,6,2815,3030,user3_sd_4,8
22,7,3329,3564,user3_sd_4,8
22,8,3877,4075,user3_sd_4,8
22,9,4320,4543,user3_sd_4,8
22,10,4846,5061,user3_sd_4,8
23,1,350,491,user3_sd_5,7
23,2,828,985,user3_sd_5,7
23,3,1359,1517,user3_sd_5,7
23,4,1878,2015,user3_sd_5,7
23,5,2344,2478,user3_sd_5,7
23,6,2891,3030,user3_sd_5,8
23,7,3429,3563,user3_sd_5,8
23,8,3924,4062,user3_sd_5,8
23,9,4414,4560,user3_sd_5,8
23,10,4944,5088,user3_sd_5,8
24,1,507,653,user3_sd_6,7
24,2,927,1075,user3_sd_6,7
24,3,1366,1510,user3_sd_6,7
24,4,1846,2001,user3_sd_6,7
24,5,2332,2485,user3_sd_6,7
24,6,2829,2994,user3_sd_6,8
24,7,3302,3443,user3_sd_6,8
24,8,3832,3988,user3_sd_6,8
24,9,4306,4456,user3_sd_6,8
24,10,4817,4969,user3_sd_6,8
25,1,591,763,user3_wd_1,9
25,2,1305,1462,user3_wd_1,9
25,3,2181,2346,user3_wd_1,9
25,4,2864,3024,user3_wd_1,9
25,5,3598,3756,user3_wd_1,9
25,6,4372,4617,user3_wd_1,10
25,7,5178,5420,user3_wd_1,10
25,8,5769,5991,user3_wd_1,10
25,9,6558,6810,user3_wd_1,10
25,10,7380,7661,user3_wd_1,10
26,1,562,728,user3_wd_2,9
26,2,1255,1441,user3_wd_2,9
26,3,1953,2134,user3_wd_2,9
26,4,2679,2838,user3_wd_2,9
26,5,3195,3370,user3_wd_2,9
26,6,3885,4137,user3_wd_2,10
26,7,4574,4808,user3_wd_2,10
26,8,5407,5658,user3_wd_2,10
26,9,6242,6475,user3_wd_2,10
26,10,7104,7337,user3_wd_2,10
27,1,339,519,user3_wd_3,9
27,2,1009,1187,user3_wd_3,9
27,3,1731,1907,user3_wd_3,9
27,4,2521,2699,user3_wd_3,9
27,5,3355,3523,user3_wd_3,9
27,6,4221,4448,user3_wd_3,10
27,7,4857,5122,user3_wd_3,10
27,8,5488,5659,user3_wd_3,10
27,9,6310,6569,user3_wd_3,10
27,10,7168,7423,user3_wd_3,10
28,1,474,642,user3_wd_4,9
28,2,1164,1259,user3_wd_4,9
28,3,1714,1891,user3_wd_4,9
28,4,2422,2590,user3_wd_4,9
28,5,3154,3334,user3_wd_4,9
28,6,4001,4244,user3_wd_4,10
28,7,4811,5046,user3_wd_4,10
28,8,5716,5975,user3_wd_4,10
28,9,6587,6849,user3_wd_4,10
28,10,7234,7510,user3_wd_4,10
29,1,717,900,user3_wd_5,9
29,2,1403,1577,user3_wd_5,9
29,3,2057,2249,user3_wd_5,9
29,4,2738,2920,user3_wd_5,9
29,5,3420,3603,user3_wd_5,9
29,6,4011,4238,user3_wd_5,10
29,7,4692,4935,user3_wd_5,10
29,8,5503,5745,user3_wd_5,10
29,9,6363,6600,user3_wd_5,10
29,10,7223,7480,user3_wd_5,10
30,1,507,666,user3_wd_6,9
30,2,1031,1184,user3_wd_6,9
30,3,1623,1797,user3_wd_6,9
30,4,2217,2413,user3_wd_6,9
30,5,2910,3092,user3_wd_6,9
30,6,3631,3895,user3_wd_6,10
30,7,4442,4690,user3_wd_6,10
30,8,5210,5467,user3_wd_6,10
30,9,5907,6171,user3_wd_6,10
30,10,6726,7004,user3_wd_6,10
