video,type,type_idx,start,end,startFrame,endFrame
55user5_iw_1,2,2,3043,3237,3043,3237
55user5_iw_1,2,2,3634,3824,3634,3824
55user5_iw_1,2,2,4234,4449,4234,4449
55user5_iw_1,2,2,4832,5029,4832,5029
55user5_iw_1,2,2,5443,5604,5443,5604
55user1_ph_1,3,3,418,614,418,614
55user1_ph_1,3,3,970,1114,970,1114
55user1_ph_1,3,3,1529,1680,1529,1680
55user1_ph_1,3,3,2118,2284,2118,2284
55user1_ph_1,3,3,2646,2835,2646,2835
55user1_ph_1,4,4,3223,3410,3223,3410
55user1_ph_1,4,4,3808,4000,3808,4000
55user1_ph_1,4,4,4352,4539,4352,4539
55user1_ph_1,4,4,4936,5122,4936,5122
55user1_ph_1,4,4,5473,5593,5473,5593
55user2_ph_1,3,3,515,760,515,760
55user2_ph_1,3,3,1187,1433,1187,1433
55user2_ph_1,3,3,1692,1955,1692,1955
55user2_ph_1,3,3,2290,2585,2290,2585
55user2_ph_1,3,3,2920,3209,2920,3209
55user2_ph_1,4,4,3569,3851,3569,3851
55user2_ph_1,4,4,4218,4540,4218,4540
55user2_ph_1,4,4,4918,5195,4918,5195
55user2_ph_1,4,4,5575,5895,5575,5895
55user2_ph_1,4,4,6276,6550,6276,6550
55user3_ph_1,3,3,282,444,282,444
55user3_ph_1,3,3,782,959,782,959
55user3_ph_1,3,3,1302,1466,1302,1466
55user3_ph_1,3,3,1800,2007,1800,2007
55user3_ph_1,3,3,2309,2493,2309,2493
55user3_ph_1,4,4,2749,2848,2749,2848
55user3_ph_1,4,4,3318,3505,3318,3505
55user3_ph_1,4,4,3850,4015,3850,4015
55user3_ph_1,4,4,4320,4489,4320,4489
55user3_ph_1,4,4,4815,5001,4815,5001
55user4_ph_1,3,3,423,645,423,645
55user4_ph_1,3,3,1081,1319,1081,1319
55user4_ph_1,3,3,1735,1953,1735,1953
55user4_ph_1,3,3,2346,2558,2346,2558
55user4_ph_1,3,3,2971,3184,2971,3184
55user4_ph_1,4,4,3550,3664,3550,3664
55user4_ph_1,4,4,4027,4225,4027,4225
55user4_ph_1,4,4,4605,4808,4605,4808
55user4_ph_1,4,4,5201,5397,5201,5397
55user4_ph_1,4,4,5795,5996,5795,5996
55user5_ph_1,3,3,443,662,443,662
55user5_ph_1,3,3,1041,1266,1041,1266
55user5_ph_1,3,3,1631,1865,1631,1865
55user5_ph_1,3,3,2219,2436,2219,2436
55user5_ph_1,3,3,2884,3083,2884,3083
55user5_ph_1,4,4,3338,3615,3338,3615
55user5_ph_1,4,4,4001,4266,4001,4266
55user5_ph_1,4,4,4659,4965,4659,4965
55user5_ph_1,4,4,5350,5675,5350,5675
55user5_ph_1,4,4,6062,6410,6062,6410
55user1_rp_1,5,5,401,583,401,583
55user1_rp_1,5,5,992,1156,992,1156
55user1_rp_1,5,5,1579,1757,1579,1757
55user1_rp_1,5,5,2202,2360,2202,2360
55user1_rp_1,5,5,2732,2916,2732,2916
55user1_rp_1,6,6,3301,3526,3301,3526
55user1_rp_1,6,6,3963,4170,3963,4170
55user1_rp_1,6,6,4572,4813,4572,4813
55user1_rp_1,6,6,5207,5350,5207,5350
55user1_rp_1,6,6,5639,5863,5639,5863
55user2_rp_1,5,5,486,696,486,696
55user2_rp_1,5,5,1076,1292,1076,1292
55user2_rp_1,5,5,1625,1787,1625,1787
55user2_rp_1,5,5,2195,2434,2195,2434
55user2_rp_1,5,5,2759,3005,2759,3005
55user2_rp_1,6,6,3420,3684,3420,3684
55user2_rp_1,6,6,4125,4410,4125,4410
55user2_rp_1,6,6,4814,5120,4814,5120
55user2_rp_1,6,6,5556,5885,5556,5885
55user2_rp_1,6,6,6253,6586,6253,6586
55user3_rp_1,5,5,406,576,406,576
55user3_rp_1,5,5,898,1069,898,1069
55user3_rp_1,5,5,1426,1606,1426,1606
55user3_rp_1,5,5,1883,2044,1883,2044
55user3_rp_1,5,5,2384,2537,2384,2537
55user3_rp_1,6,6,2861,3061,2861,3061
55user3_rp_1,6,6,3355,3593,3355,3593
55user3_rp_1,6,6,3840,4090,3840,4090
55user3_rp_1,6,6,4315,4562,4315,4562
55user3_rp_1,6,6,4797,5057,4797,5057
55user4_rp_1,5,5,423,616,423,616
55user4_rp_1,5,5,1065,1261,1065,1261
55user4_rp_1,5,5,1622,1859,1622,1859
55user4_rp_1,5,5,2257,2475,2257,2475
55user4_rp_1,5,5,2844,3038,2844,3038
55user4_rp_1,6,6,3443,3836,3443,3836
55user4_rp_1,6,6,4243,4575,4243,4575
55user4_rp_1,6,6,5028,5370,5028,5370
55user4_rp_1,6,6,5774,6072,5774,6072
55user4_rp_1,6,6,6464,6780,6464,6780
55user5_rp_1,5,5,430,629,430,629
55user5_rp_1,5,5,1045,1207,1045,1207
55user5_rp_1,5,5,1648,1827,1648,1827
55user5_rp_1,5,5,2235,2414,2235,2414
55user5_rp_1,5,5,2666,2870,2666,2870
55user5_rp_1,6,6,3276,3555,3276,3555
55user5_rp_1,6,6,3945,4207,3945,4207
55user5_rp_1,6,6,4590,4841,4590,4841
55user5_rp_1,6,6,5223,5437,5223,5437
55user5_rp_1,6,6,5872,6126,5872,6126
55user1_sd_1,7,7,559,667,559,667
55user1_sd_1,7,7,989,1188,989,1188
55user1_sd_1,7,7,1579,1768,1579,1768
55user1_sd_1,7,7,2203,2409,2203,2409
55user1_sd_1,7,7,2754,3011,2754,3011
55user1_sd_1,8,8,3442,3614,3442,3614
55user1_sd_1,8,8,4107,4330,4107,4330
55user1_sd_1,8,8,4856,5070,4856,5070
55user1_sd_1,8,8,5564,5773,5564,5773
55user1_sd_1,8,8,6250,6482,6250,6482
55user2_sd_1,7,7,517,722,517,722
55user2_sd_1,7,7,1116,1342,1116,1342
55user2_sd_1,7,7,1689,1907,1689,1907
55user2_sd_1,7,7,2245,2455,2245,2455
55user2_sd_1,7,7,2831,3041,2831,3041
55user2_sd_1,8,8,3423,3649,3423,3649
55user2_sd_1,8,8,4090,4240,4090,4240
55user2_sd_1,8,8,4521,4763,4521,4763
55user2_sd_1,8,8,5105,5336,5105,5336
55user2_sd_1,8,8,5675,5890,5675,5890
55user3_sd_1,7,7,324,461,324,461
55user3_sd_1,7,7,847,997,847,997
55user3_sd_1,7,7,1336,1483,1336,1483
55user3_sd_1,7,7,1829,1982,1829,1982
55user3_sd_1,7,7,2379,2536,2379,2536
55user3_sd_1,8,8,2847,3067,2847,3067
55user3_sd_1,8,8,3291,3521,3291,3521
55user3_sd_1,8,8,3892,4102,3892,4102
55user3_sd_1,8,8,4388,4615,4388,4615
55user3_sd_1,8,8,4870,5077,4870,5077
55user4_sd_1,7,7,432,612,432,612
55user4_sd_1,7,7,1007,1134,1007,1134
55user4_sd_1,7,7,1448,1618,1448,1618
55user4_sd_1,7,7,2063,2245,2063,2245
55user4_sd_1,7,7,2688,2887,2688,2887
55user4_sd_1,8,8,3347,3545,3347,3545
55user4_sd_1,8,8,3926,4145,3926,4145
55user4_sd_1,8,8,4535,4771,4535,4771
55user4_sd_1,8,8,5168,5393,5168,5393
55user4_sd_1,8,8,5814,6052,5814,6052
55user5_sd_1,7,7,494,647,494,647
55user5_sd_1,7,7,1028,1216,1028,1216
55user5_sd_1,7,7,1635,1798,1635,1798
55user5_sd_1,7,7,2204,2358,2204,2358
55user5_sd_1,7,7,2720,2884,2720,2884
55user5_sd_1,8,8,3268,3453,3268,3453
55user5_sd_1,8,8,3864,4109,3864,4109
55user5_sd_1,8,8,4468,4588,4468,4588
55user5_sd_1,8,8,4941,5137,4941,5137
55user5_sd_1,8,8,5539,5730,5539,5730
55user1_wd_1,9,9,443,583,443,583
55user1_wd_1,9,9,989,1154,989,1154
55user1_wd_1,9,9,1541,1703,1541,1703
55user1_wd_1,9,9,2125,2285,2125,2285
55user1_wd_1,9,9,2681,2853,2681,2853
55user1_wd_1,10,10,3292,3478,3292,3478
55user1_wd_1,10,10,3909,4100,3909,4100
55user1_wd_1,10,10,4514,4784,4514,4784
55user1_wd_1,10,10,5213,5420,5213,5420
55user1_wd_1,10,10,5687,5940,5687,5940
55user2_wd_1,9,9,392,562,392,562
55user2_wd_1,9,9,992,1161,992,1161
55user2_wd_1,9,9,1532,1698,1532,1698
55user2_wd_1,9,9,2070,2234,2070,2234
55user2_wd_1,9,9,2656,2819,2656,2819
55user2_wd_1,10,10,3079,3323,3079,3323
55user2_wd_1,10,10,3698,3952,3698,3952
55user2_wd_1,10,10,4342,4572,4342,4572
55user2_wd_1,10,10,4925,5171,4925,5171
55user2_wd_1,10,10,5565,5814,5565,5814
55user3_wd_1,9,9,591,763,591,763
55user3_wd_1,9,9,1305,1462,1305,1462
55user3_wd_1,9,9,2181,2346,2181,2346
55user3_wd_1,9,9,2864,3024,2864,3024
55user3_wd_1,9,9,3598,3756,3598,3756
55user3_wd_1,10,10,4372,4617,4372,4617
55user3_wd_1,10,10,5178,5420,5178,5420
55user3_wd_1,10,10,5769,5991,5769,5991
55user3_wd_1,10,10,6558,6810,6558,6810
55user3_wd_1,10,10,7380,7661,7380,7661
55user4_wd_1,9,9,422,616,422,616
55user4_wd_1,9,9,1004,1203,1004,1203
55user4_wd_1,9,9,1680,1871,1680,1871
55user4_wd_1,9,9,2258,2419,2258,2419
55user4_wd_1,9,9,2830,2996,2830,2996
55user4_wd_1,10,10,3416,3618,3416,3618
55user4_wd_1,10,10,4085,4277,4085,4277
55user4_wd_1,10,10,4733,4963,4733,4963
55user4_wd_1,10,10,5304,5441,5304,5441
55user4_wd_1,10,10,5851,6093,5851,6093
55user5_wd_1,9,9,510,683,510,683
55user5_wd_1,9,9,1085,1246,1085,1246
55user5_wd_1,9,9,1666,1838,1666,1838
55user5_wd_1,9,9,2259,2425,2259,2425
55user5_wd_1,9,9,2788,2991,2788,2991
55user5_wd_1,10,10,3380,3540,3380,3540
55user5_wd_1,10,10,3949,4066,3949,4066
55user5_wd_1,10,10,4337,4480,4337,4480
55user5_wd_1,10,10,4851,4977,4851,4977
55user5_wd_1,10,10,5349,5486,5349,5486
55user1_iw_2,1,1,433,586,433,586
55user1_iw_2,1,1,975,1164,975,1164
55user1_iw_2,1,1,1557,1763,1557,1763
55user1_iw_2,1,1,2104,2281,2104,2281
55user1_iw_2,1,1,2624,2809,2624,2809
55user1_iw_2,2,2,3187,3455,3187,3455
55user1_iw_2,2,2,3690,3901,3690,3901
55user1_iw_2,2,2,4284,4561,4284,4561
55user1_iw_2,2,2,4918,5204,4918,5204
55user1_iw_2,2,2,5557,5868,5557,5868
55user2_iw_2,1,1,417,633,417,633
55user2_iw_2,1,1,985,1218,985,1218
55user2_iw_2,1,1,1573,1797,1573,1797
55user2_iw_2,1,1,2188,2423,2188,2423
55user2_iw_2,1,1,2744,2954,2744,2954
55user2_iw_2,2,2,3282,3552,3282,3552
55user2_iw_2,2,2,3926,4074,3926,4074
55user2_iw_2,2,2,4375,4641,4375,4641
55user2_iw_2,2,2,5030,5295,5030,5295
55user2_iw_2,2,2,5660,5950,5660,5950
55user3_iw_2,1,1,589,779,589,779
55user3_iw_2,1,1,1244,1427,1244,1427
55user3_iw_2,1,1,1844,2031,1844,2031
55user3_iw_2,1,1,2452,2634,2452,2634
55user3_iw_2,1,1,3075,3262,3075,3262
55user3_iw_2,2,2,3740,3972,3740,3972
55user3_iw_2,2,2,4417,4562,4417,4562
55user3_iw_2,2,2,5005,5253,5005,5253
55user3_iw_2,2,2,5716,5998,5716,5998
55user3_iw_2,2,2,6494,6767,6494,6767
55user4_iw_2,1,1,112,330,112,330
55user4_iw_2,1,1,695,961,695,961
55user4_iw_2,1,1,1365,1663,1365,1663
55user4_iw_2,1,1,2055,2337,2055,2337
55user4_iw_2,1,1,2743,3039,2743,3039
55user4_iw_2,2,2,3434,3756,3434,3756
55user4_iw_2,2,2,4146,4425,4146,4425
55user4_iw_2,2,2,4882,5203,4882,5203
55user4_iw_2,2,2,5582,5777,5582,5777
55user4_iw_2,2,2,6146,6519,6146,6519
55user5_iw_2,1,1,463,599,463,599
55user5_iw_2,1,1,1002,1173,1002,1173
55user5_iw_2,1,1,1556,1712,1556,1712
55user5_iw_2,1,1,2042,2201,2042,2201
55user5_iw_2,1,1,2642,2801,2642,2801
55user5_iw_2,2,2,3187,3446,3187,3446
55user5_iw_2,2,2,3862,4131,3862,4131
55user5_iw_2,2,2,4400,4612,4400,4612
55user5_iw_2,2,2,5060,5313,5060,5313
55user5_iw_2,2,2,5679,5936,5679,5936
55user1_ph_2,3,3,285,435,285,435
55user1_ph_2,3,3,824,992,824,992
55user1_ph_2,3,3,1374,1555,1374,1555
55user1_ph_2,3,3,1953,2113,1953,2113
55user1_ph_2,3,3,2588,2740,2588,2740
55user1_ph_2,4,4,3131,3311,3131,3311
55user1_ph_2,4,4,3711,3931,3711,3931
55user1_ph_2,4,4,4297,4535,4297,4535
55user1_ph_2,4,4,4921,5169,4921,5169
55user1_ph_2,4,4,5513,5779,5513,5779
55user2_ph_2,3,3,442,719,442,719
55user2_ph_2,3,3,1070,1333,1070,1333
55user2_ph_2,3,3,1746,2050,1746,2050
55user2_ph_2,3,3,2358,2650,2358,2650
55user2_ph_2,3,3,3030,3301,3030,3301
55user2_ph_2,4,4,3644,3996,3644,3996
55user2_ph_2,4,4,4427,4752,4427,4752
55user2_ph_2,4,4,5096,5339,5096,5339
55user2_ph_2,4,4,5764,6110,5764,6110
55user2_ph_2,4,4,6500,6795,6500,6795
55user3_ph_2,3,3,304,478,304,478
55user3_ph_2,3,3,776,945,776,945
55user3_ph_2,3,3,1277,1475,1277,1475
55user3_ph_2,3,3,1780,1998,1780,1998
55user3_ph_2,3,3,2300,2489,2300,2489
55user3_ph_2,4,4,2861,3029,2861,3029
55user3_ph_2,4,4,3339,3478,3339,3478
55user3_ph_2,4,4,3794,3977,3794,3977
55user3_ph_2,4,4,4302,4499,4302,4499
55user3_ph_2,4,4,4845,5045,4845,5045
55user4_ph_2,3,3,474,662,474,662
55user4_ph_2,3,3,1138,1318,1138,1318
55user4_ph_2,3,3,1767,1895,1767,1895
55user4_ph_2,3,3,2230,2442,2230,2442
55user4_ph_2,3,3,2786,2979,2786,2979
55user4_ph_2,4,4,3393,3585,3393,3585
55user4_ph_2,4,4,3969,4169,3969,4169
55user4_ph_2,4,4,4520,4690,4520,4690
55user4_ph_2,4,4,5043,5229,5043,5229
55user4_ph_2,4,4,5618,5835,5618,5835
55user5_ph_2,3,3,431,603,431,603
55user5_ph_2,3,3,1062,1262,1062,1262
55user5_ph_2,3,3,1674,1907,1674,1907
55user5_ph_2,3,3,2300,2486,2300,2486
55user5_ph_2,3,3,2888,3095,2888,3095
55user5_ph_2,4,4,3516,3736,3516,3736
55user5_ph_2,4,4,4104,4342,4104,4342
55user5_ph_2,4,4,4686,4905,4686,4905
55user5_ph_2,4,4,5277,5483,5277,5483
55user5_ph_2,4,4,5707,5926,5707,5926
55user1_rp_2,5,5,422,600,422,600
55user1_rp_2,5,5,980,1070,980,1070
55user1_rp_2,5,5,1390,1550,1390,1550
55user1_rp_2,5,5,1937,2094,1937,2094
55user1_rp_2,5,5,2459,2630,2459,2630
55user1_rp_2,6,6,3060,3260,3060,3260
55user1_rp_2,6,6,3641,3910,3641,3910
55user1_rp_2,6,6,4318,4570,4318,4570
55user1_rp_2,6,6,4991,5208,4991,5208
55user1_rp_2,6,6,5622,5900,5622,5900
55user2_rp_2,5,5,430,619,430,619
55user2_rp_2,5,5,990,1179,990,1179
55user2_rp_2,5,5,1556,1750,1556,1750
55user2_rp_2,5,5,2138,2328,2138,2328
55user2_rp_2,5,5,2730,2931,2730,2931
55user2_rp_2,6,6,3400,3660,3400,3660
55user2_rp_2,6,6,4147,4394,4147,4394
55user2_rp_2,6,6,4656,4854,4656,4854
55user2_rp_2,6,6,5288,5555,5288,5555
55user2_rp_2,6,6,5981,6267,5981,6267
55user3_rp_2,5,5,690,833,690,833
55user3_rp_2,5,5,1387,1543,1387,1543
55user3_rp_2,5,5,2176,2336,2176,2336
55user3_rp_2,5,5,2702,2825,2702,2825
55user3_rp_2,5,5,3383,3537,3383,3537
55user3_rp_2,6,6,4270,4514,4270,4514
55user3_rp_2,6,6,5106,5347,5106,5347
55user3_rp_2,6,6,5922,6207,5922,6207
55user3_rp_2,6,6,6778,7082,6778,7082
55user3_rp_2,6,6,7711,7954,7711,7954
55user4_rp_2,5,5,245,460,245,460
55user4_rp_2,5,5,953,1166,953,1166
55user4_rp_2,5,5,1576,1798,1576,1798
55user4_rp_2,5,5,2143,2382,2143,2382
55user4_rp_2,5,5,2783,3020,2783,3020
55user4_rp_2,6,6,3479,3822,3479,3822
55user4_rp_2,6,6,4272,4672,4272,4672
55user4_rp_2,6,6,5056,5439,5056,5439
55user4_rp_2,6,6,5680,6024,5680,6024
55user4_rp_2,6,6,6527,6886,6527,6886
55user5_rp_2,5,5,441,605,441,605
55user5_rp_2,5,5,865,1029,865,1029
55user5_rp_2,5,5,1512,1677,1512,1677
55user5_rp_2,5,5,2103,2291,2103,2291
55user5_rp_2,5,5,2705,2901,2705,2901
55user5_rp_2,6,6,3343,3551,3343,3551
55user5_rp_2,6,6,3989,4193,3989,4193
55user5_rp_2,6,6,4601,4863,4601,4863
55user5_rp_2,6,6,5303,5473,5303,5473
55user5_rp_2,6,6,5945,6159,5945,6159
55user1_sd_2,7,7,434,653,434,653
55user1_sd_2,7,7,1107,1350,1107,1350
55user1_sd_2,7,7,1759,1985,1759,1985
55user1_sd_2,7,7,2426,2667,2426,2667
55user1_sd_2,7,7,3182,3405,3182,3405
55user1_sd_2,8,8,3768,3920,3768,3920
55user1_sd_2,8,8,4298,4486,4298,4486
55user1_sd_2,8,8,4965,5167,4965,5167
55user1_sd_2,8,8,5681,5876,5681,5876
55user1_sd_2,8,8,6424,6624,6424,6624
55user2_sd_2,7,7,434,554,434,554
55user2_sd_2,7,7,834,1026,834,1026
55user2_sd_2,7,7,1376,1592,1376,1592
55user2_sd_2,7,7,1946,2140,1946,2140
55user2_sd_2,7,7,2543,2748,2543,2748
55user2_sd_2,8,8,3128,3329,3128,3329
55user2_sd_2,8,8,3756,3989,3756,3989
55user2_sd_2,8,8,4355,4592,4355,4592
55user2_sd_2,8,8,4966,5215,4966,5215
55user2_sd_2,8,8,5660,5895,5660,5895
55user3_sd_2,7,7,402,547,402,547
55user3_sd_2,7,7,852,995,852,995
55user3_sd_2,7,7,1318,1467,1318,1467
55user3_sd_2,7,7,1787,1949,1787,1949
55user3_sd_2,7,7,2331,2479,2331,2479
55user3_sd_2,8,8,2810,3029,2810,3029
55user3_sd_2,8,8,3317,3529,3317,3529
55user3_sd_2,8,8,3785,4010,3785,4010
55user3_sd_2,8,8,4311,4512,4311,4512
55user3_sd_2,8,8,4808,5028,4808,5028
55user4_sd_2,7,7,491,681,491,681
55user4_sd_2,7,7,1075,1279,1075,1279
55user4_sd_2,7,7,1682,1872,1682,1872
55user4_sd_2,7,7,2268,2431,2268,2431
55user4_sd_2,7,7,2698,2900,2698,2900
55user4_sd_2,8,8,3317,3520,3317,3520
55user4_sd_2,8,8,3924,4159,3924,4159
55user4_sd_2,8,8,4541,4745,4541,4745
55user4_sd_2,8,8,5115,5345,5115,5345
55user4_sd_2,8,8,5801,6028,5801,6028
55user5_sd_2,7,7,459,608,459,608
55user5_sd_2,7,7,1010,1152,1010,1152
55user5_sd_2,7,7,1551,1684,1551,1684
55user5_sd_2,7,7,2083,2252,2083,2252
55user5_sd_2,7,7,2613,2783,2613,2783
55user5_sd_2,8,8,3141,3343,3141,3343
55user5_sd_2,8,8,3794,3990,3794,3990
55user5_sd_2,8,8,4340,4449,4340,4449
55user5_sd_2,8,8,4729,4913,4729,4913
55user5_sd_2,8,8,5332,5521,5332,5521
55user1_wd_2,9,9,520,679,520,679
55user1_wd_2,9,9,1083,1256,1083,1256
55user1_wd_2,9,9,1605,1780,1605,1780
55user1_wd_2,9,9,2145,2306,2145,2306
55user1_wd_2,9,9,2728,2892,2728,2892
55user1_wd_2,10,10,3344,3621,3344,3621
55user1_wd_2,10,10,4033,4185,4033,4185
55user1_wd_2,10,10,4589,4913,4589,4913
55user1_wd_2,10,10,5278,5607,5278,5607
55user1_wd_2,10,10,6023,6375,6023,6375
55user2_wd_2,9,9,409,576,409,576
55user2_wd_2,9,9,932,1105,932,1105
55user2_wd_2,9,9,1364,1492,1364,1492
55user2_wd_2,9,9,1846,2005,1846,2005
55user2_wd_2,9,9,2381,2549,2381,2549
55user2_wd_2,10,10,2936,3209,2936,3209
55user2_wd_2,10,10,3590,3862,3590,3862
55user2_wd_2,10,10,4254,4491,4254,4491
55user2_wd_2,10,10,4866,5103,4866,5103
55user2_wd_2,10,10,5479,5735,5479,5735
55user3_wd_2,9,9,562,728,562,728
55user3_wd_2,9,9,1255,1441,1255,1441
55user3_wd_2,9,9,1953,2134,1953,2134
55user3_wd_2,9,9,2679,2838,2679,2838
55user3_wd_2,9,9,3195,3370,3195,3370
55user3_wd_2,10,10,3885,4137,3885,4137
55user3_wd_2,10,10,4574,4808,4574,4808
55user3_wd_2,10,10,5407,5658,5407,5658
55user3_wd_2,10,10,6242,6475,6242,6475
55user3_wd_2,10,10,7104,7337,7104,7337
55user4_wd_2,9,9,452,645,452,645
55user4_wd_2,9,9,1063,1293,1063,1293
55user4_wd_2,9,9,1694,1895,1694,1895
55user4_wd_2,9,9,2294,2501,2294,2501
55user4_wd_2,9,9,2855,3042,2855,3042
55user4_wd_2,10,10,3325,3558,3325,3558
55user4_wd_2,10,10,3972,4199,3972,4199
55user4_wd_2,10,10,4639,4914,4639,4914
55user4_wd_2,10,10,5359,5595,5359,5595
55user4_wd_2,10,10,5997,6257,5997,6257
55user5_wd_2,9,9,549,742,549,742
55user5_wd_2,9,9,1127,1307,1127,1307
55user5_wd_2,9,9,1749,1949,1749,1949
55user5_wd_2,9,9,2288,2457,2288,2457
55user5_wd_2,9,9,2836,2971,2836,2971
55user5_wd_2,10,10,3227,3405,3227,3405
55user5_wd_2,10,10,3780,3960,3780,3960
55user5_wd_2,10,10,4323,4502,4323,4502
55user5_wd_2,10,10,4839,5029,4839,5029
55user5_wd_2,10,10,5375,5551,5375,5551
55user1_iw_3,1,1,453,622,453,622
55user1_iw_3,1,1,1022,1194,1022,1194
55user1_iw_3,1,1,1619,1801,1619,1801
55user1_iw_3,1,1,2181,2386,2181,2386
55user1_iw_3,1,1,2794,2987,2794,2987
55user1_iw_3,2,2,3382,3663,3382,3663
55user1_iw_3,2,2,4059,4341,4059,4341
55user1_iw_3,2,2,4702,4989,4702,4989
55user1_iw_3,2,2,5356,5612,5356,5612
55user1_iw_3,2,2,5826,6139,5826,6139
55user2_iw_3,1,1,448,645,448,645
55user2_iw_3,1,1,1022,1239,1022,1239
55user2_iw_3,1,1,1634,1866,1634,1866
55user2_iw_3,1,1,2213,2437,2213,2437
55user2_iw_3,1,1,2819,3043,2819,3043
55user2_iw_3,2,2,3392,3623,3392,3623
55user2_iw_3,2,2,3887,4121,3887,4121
55user2_iw_3,2,2,4532,4832,4532,4832
55user2_iw_3,2,2,5200,5480,5200,5480
55user2_iw_3,2,2,5875,6165,5875,6165
55user3_iw_3,1,1,540,722,540,722
55user3_iw_3,1,1,1468,1675,1468,1675
55user3_iw_3,1,1,2261,2470,2261,2470
55user3_iw_3,1,1,2963,3173,2963,3173
55user3_iw_3,1,1,3680,3887,3680,3887
55user3_iw_3,2,2,4361,4591,4361,4591
55user3_iw_3,2,2,5065,5246,5065,5246
55user3_iw_3,2,2,5645,5901,5645,5901
55user3_iw_3,2,2,6386,6666,6386,6666
55user3_iw_3,2,2,7280,7531,7280,7531
55user4_iw_3,1,1,385,646,385,646
55user4_iw_3,1,1,1036,1344,1036,1344
55user4_iw_3,1,1,1719,2019,1719,2019
55user4_iw_3,1,1,2439,2622,2439,2622
55user4_iw_3,1,1,2990,3337,2990,3337
55user4_iw_3,2,2,3690,4044,3690,4044
55user4_iw_3,2,2,4455,4827,4455,4827
55user4_iw_3,2,2,5203,5542,5203,5542
55user4_iw_3,2,2,5954,6349,5954,6349
55user4_iw_3,2,2,6761,7183,6761,7183
55user5_iw_3,1,1,451,624,451,624
55user5_iw_3,1,1,973,1149,973,1149
55user5_iw_3,1,1,1527,1695,1527,1695
55user5_iw_3,1,1,2137,2327,2137,2327
55user5_iw_3,1,1,2698,2839,2698,2839
55user5_iw_3,2,2,3119,3397,3119,3397
55user5_iw_3,2,2,3810,4124,3810,4124
55user5_iw_3,2,2,4502,4790,4502,4790
55user5_iw_3,2,2,5200,5485,5200,5485
55user5_iw_3,2,2,5936,6241,5936,6241
55user1_ph_3,3,3,436,623,436,623
55user1_ph_3,3,3,969,1138,969,1138
55user1_ph_3,3,3,1514,1684,1514,1684
55user1_ph_3,3,3,2040,2192,2040,2192
55user1_ph_3,3,3,2626,2776,2626,2776
55user1_ph_3,4,4,3201,3418,3201,3418
55user1_ph_3,4,4,3781,4036,3781,4036
55user1_ph_3,4,4,4406,4619,4406,4619
55user1_ph_3,4,4,4839,5061,4839,5061
55user1_ph_3,4,4,5423,5663,5423,5663
55user2_ph_3,3,3,443,676,443,676
55user2_ph_3,3,3,1075,1312,1075,1312
55user2_ph_3,3,3,1643,1919,1643,1919
55user2_ph_3,3,3,2280,2539,2280,2539
55user2_ph_3,3,3,2887,3121,2887,3121
55user2_ph_3,4,4,3501,3839,3501,3839
55user2_ph_3,4,4,4187,4527,4187,4527
55user2_ph_3,4,4,4876,5170,4876,5170
55user2_ph_3,4,4,5365,5665,5365,5665
