fileNumber,activityNumber,startPoint,endPoint,fileName,ativityCategory
19,6,3423,3649,user2_sd_1,8
19,7,4090,4240,user2_sd_1,8
19,8,4521,4763,user2_sd_1,8
19,9,5105,5336,user2_sd_1,8
19,10,5675,5890,user2_sd_1,8
20,1,434,554,user2_sd_2,7
20,2,834,1026,user2_sd_2,7
20,3,1376,1592,user2_sd_2,7
20,4,1946,2140,user2_sd_2,7
20,5,2543,2748,user2_sd_2,7
20,6,3128,3329,user2_sd_2,8
20,7,3756,3989,user2_sd_2,8
20,8,4355,4592,user2_sd_2,8
20,9,4966,5215,user2_sd_2,8
20,10,5660,5895,user2_sd_2,8
21,1,541,781,user2_sd_3,7
21,2,1143,1342,user2_sd_3,7
21,3,1779,1992,user2_sd_3,7
21,4,2374,2599,user2_sd_3,7
21,5,2969,3155,user2_sd_3,7
21,6,3530,3750,user2_sd_3,8
21,7,4124,4400,user2_sd_3,8
21,8,4778,5010,user2_sd_3,8
21,9,5242,5464,user2_sd_3,8
21,10,5857,6110,user2_sd_3,8
22,1,416,635,user2_sd_4,7
22,2,1045,1274,user2_sd_4,7
22,3,1595,1851,user2_sd_4,7
22,4,2218,2380,user2_sd_4,7
22,5,2653,2867,user2_sd_4,7
22,6,3313,3537,user2_sd_4,8
22,7,3916,4163,user2_sd_4,8
22,8,4577,4831,user2_sd_4,8
22,9,5195,5425,user2_sd_4,8
22,10,5802,6048,user2_sd_4,8
23,1,466,616,user2_sd_5,7
23,2,856,1045,user2_sd_5,7
23,3,1508,1738,user2_sd_5,7
23,4,2144,2354,user2_sd_5,7
23,5,2739,2918,user2_sd_5,7
23,6,3357,3595,user2_sd_5,8
23,7,4030,4271,user2_sd_5,8
23,8,4716,4959,user2_sd_5,8
23,9,5364,5611,user2_sd_5,8
23,10,6025,6250,user2_sd_5,8
24,1,489,717,user2_sd_6,7
24,2,1108,1343,user2_sd_6,7
24,3,1762,1998,user2_sd_6,7
24,4,2399,2625,user2_sd_6,7
24,5,3095,3294,user2_sd_6,7
24,6,3654,3891,user2_sd_6,8
24,7,4335,4545,user2_sd_6,8
24,8,4817,5036,user2_sd_6,8
24,9,5505,5760,user2_sd_6,8
24,10,6205,6460,user2_sd_6,8
25,1,392,562,user2_wd_1,9
25,2,992,1161,user2_wd_1,9
25,3,1532,1698,user2_wd_1,9
25,4,2070,2234,user2_wd_1,9
25,5,2656,2819,user2_wd_1,9
25,6,3079,3323,user2_wd_1,10
25,7,3698,3952,user2_wd_1,10
25,8,4342,4572,user2_wd_1,10
25,9,4925,5171,user2_wd_1,10
25,10,5565,5814,user2_wd_1,10
26,1,409,576,user2_wd_2,9
26,2,932,1105,user2_wd_2,9
26,3,1364,1492,user2_wd_2,9
26,4,1846,2005,user2_wd_2,9
26,5,2381,2549,user2_wd_2,9
26,6,2936,3209,user2_wd_2,10
26,7,3590,3862,user2_wd_2,10
26,8,4254,4491,user2_wd_2,10
26,9,4866,5103,user2_wd_2,10
26,10,5479,5735,user2_wd_2,10
27,1,135,313,user2_wd_3,9
27,2,732,910,user2_wd_3,9
27,3,1301,1467,user2_wd_3,9
27,4,1870,2031,user2_wd_3,9
27,5,2410,2560,user2_wd_3,9
27,6,2959,3215,user2_wd_3,10
27,7,3589,3849,user2_wd_3,10
27,8,4231,4499,user2_wd_3,10
27,9,4875,5139,user2_wd_3,10
27,10,5495,5645,user2_wd_3,10
28,1,424,563,user2_wd_4,9
28,2,979,1123,user2_wd_4,9
28,3,1479,1641,user2_wd_4,9
28,4,2012,2167,user2_wd_4,9
28,5,2543,2694,user2_wd_4,9
28,6,3095,3357,user2_wd_4,10
28,7,3702,3943,user2_wd_4,10
28,8,4296,4526,user2_wd_4,10
28,9,4808,5059,user2_wd_4,10
28,10,5396,5656,user2_wd_4,10
29,1,413,573,user2_wd_5,9
29,2,916,1080,user2_wd_5,9
29,3,1456,1640,user2_wd_5,9
29,4,2043,2219,user2_wd_5,9
29,5,2587,2773,user2_wd_5,9
29,6,3149,3406,user2_wd_5,10
29,7,3656,3859,user2_wd_5,10
29,8,4213,4479,user2_wd_5,10
29,9,4810,5083,user2_wd_5,10
29,10,5452,5740,user2_wd_5,10
30,1,379,546,user2_wd_6,9
30,2,922,1095,user2_wd_6,9
30,3,1459,1626,user2_wd_6,9
30,4,1996,2169,user2_wd_6,9
30,5,2519,2634,user2_wd_6,9
30,6,2917,3207,user2_wd_6,10
30,7,3539,3817,user2_wd_6,10
30,8,4177,4442,user2_wd_6,10
30,9,4824,5105,user2_wd_6,10
30,10,5463,5736,user2_wd_6,10
