fileNumber,activityNumber,startPoint,endPoint,fileName,ativityCategory
27,5,2750,2937,user5_wd_3,9
27,6,3293,3516,user5_wd_3,10
27,7,3885,4075,user5_wd_3,10
27,8,4345,4586,user5_wd_3,10
27,9,4985,5190,user5_wd_3,10
27,10,5551,5784,user5_wd_3,10
28,1,470,668,user5_wd_4,9
28,2,1072,1268,user5_wd_4,9
28,3,1585,1688,user5_wd_4,9
28,4,2143,2318,user5_wd_4,9
28,5,2714,2930,user5_wd_4,9
28,6,3365,3647,user5_wd_4,10
28,7,4043,4336,user5_wd_4,10
28,8,4687,5015,user5_wd_4,10
28,9,5364,5690,user5_wd_4,10
28,10,6088,6412,user5_wd_4,10
29,1,531,720,user5_wd_5,9
29,2,1118,1307,user5_wd_5,9
29,3,1717,1897,user5_wd_5,9
29,4,2169,2302,user5_wd_5,9
29,5,2695,2870,user5_wd_5,9
29,6,3229,3457,user5_wd_5,10
29,7,3846,4084,user5_wd_5,10
29,8,4432,4675,user5_wd_5,10
29,9,5088,5353,user5_wd_5,10
29,10,5733,6028,user5_wd_5,10
30,1,446,644,user5_wd_6,9
30,2,1003,1197,user5_wd_6,9
30,3,1567,1782,user5_wd_6,9
30,4,2183,2382,user5_wd_6,9
30,5,2767,2972,user5_wd_6,9
30,6,3380,3655,user5_wd_6,10
30,7,3879,4176,user5_wd_6,10
30,8,4571,4814,user5_wd_6,10
30,9,5233,5524,user5_wd_6,10
30,10,5944,6222,user5_wd_6,10
